canonical_smiles,molecule_chembl_id,standard_value
C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL284238,720.0
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](Sc1ccccc1)CC1=CC(=O)CC[C@@]13C,CHEMBL3245349,650.0
CCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL328546,40000.0
O=C(Cc1ccncc1)OC1CCCC1,CHEMBL105289,2300.0
CCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL444844,6000.0
CCCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL88918,800.0
CC(C)OC(=O)Cc1ccncc1,CHEMBL102510,20000.0
CC12CCC3C(C(=O)C=C4CCCCC43C)C1CCC2=O,CHEMBL70367,1800.0
CC12CCC3C(C(=O)C=C4C=CCCC43C=O)C1CCC2=O,CHEMBL302305,11000.0
CC12CCC3C(C[C@H](Cc4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,CHEMBL25523,660.0
O=C(Cc1ccncc1)OC1=CC2CCC1C2,CHEMBL103040,340.0
CCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL327239,385000.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,39600.0
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL328863,38300.0
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL319160,3980.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,110000.0
Nc1ccc(C2CCC(=O)NC2=O)cc1,CHEMBL28880,300000.0
CCCC(C)C1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL29521,600.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,37000.0
CCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL29863,2300.0
CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL39661,9000.0
CCCCCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL29338,1700.0
CCCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL25735,1300.0
CCC(C)CC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL287647,1100.0
CC(C)C1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL282573,16000.0
CC(C)CC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL28669,3000.0
CC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL29138,135000.0
CCC(C)C1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL28668,3000.0
CCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL29864,11000.0
CC(C)CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL29230,400.0
CCCCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL29339,1500.0
C(=C1\CCc2ccccc21)\c1c[nH]cn1,CHEMBL177468,955.0
C(=C1/CCc2ccccc21)\c1c[nH]cn1,CHEMBL178036,130.0
N#Cc1ccc2c(c1)/C(=C/c1c[nH]cn1)CCC2,CHEMBL177413,970.0
N#Cc1ccc2c(c1)/C(=C\c1c[nH]cn1)CCC2,CHEMBL177274,810.0
N#Cc1ccc2c(c1)CCC/C2=C/c1c[nH]cn1,CHEMBL367483,125.0
N#Cc1ccc2c(c1)CC/C2=C\c1c[nH]cn1,CHEMBL177921,119.0
N#Cc1ccc2c(c1)CC/C2=C/c1ncc[nH]1,CHEMBL175091,15.0
Clc1ccc2c(c1)/C(=C/c1c[nH]cn1)CCC2,CHEMBL175144,120.0
Fc1ccc2c(c1)CC/C2=C\c1c[nH]cn1,CHEMBL359817,218.0
C(=C1\CCCc2ccccc21)\c1c[nH]cn1,CHEMBL362187,226.0
C(=C1/CCCc2ccccc21)\c1c[nH]cn1,CHEMBL367719,190.0
Fc1ccc2c(c1)CC/C2=C/c1c[nH]cn1,CHEMBL179247,20.0
Clc1ccc2c(c1)CC/C2=C\c1c[nH]cn1,CHEMBL177692,330.0
Clc1ccc2c(c1)CC/C2=C/c1c[nH]cn1,CHEMBL175688,39.0
Brc1ccc2c(c1)CC/C2=C\c1c[nH]cn1,CHEMBL177293,27.0
Brc1ccc2c(c1)CC/C2=C/c1c[nH]cn1,CHEMBL174579,100.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,5.0
Brc1ccc2c(c1)CC/C2=C/c1cccnc1,CHEMBL176118,7370.0
COc1ccc2c(c1)CC/C2=C\c1cccnc1,CHEMBL176609,4310.0
COc1ccc2c(c1)CC/C2=C/c1cccnc1,CHEMBL176101,5570.0
COc1ccc2c(c1)CCC/C2=C\c1cccnc1,CHEMBL362441,1130.0
COc1ccc2c(c1)CCC/C2=C/c1cccnc1,CHEMBL176098,4000.0
COc1ccc2c(c1)/C(=C/c1cccnc1)CC2,CHEMBL366772,6360.0
COc1cc2c(cc1OC)/C(=C/c1cccnc1)CCC2,CHEMBL366669,980.0
CCOc1ccc2c(c1)CC/C2=C\c1cccnc1,CHEMBL425323,7080.0
CCOc1ccc2c(c1)CC/C2=C/c1cccnc1,CHEMBL176886,7680.0
C(=C1\CCc2cc(OCc3ccccc3)ccc21)\c1cccnc1,CHEMBL177268,36000.0
Cc1ccc2c(c1)/C(=C/c1cccnc1)CC2,CHEMBL175550,3930.0
Cc1ccc2c(c1)/C(=C\c1cccnc1)CC2,CHEMBL366570,4600.0
Cc1cccc2c1CC/C2=C\c1cccnc1,CHEMBL368305,4720.0
Cc1cccc2c1CC/C2=C/c1cccnc1,CHEMBL176009,12630.0
Fc1cccc2c1CC/C2=C\c1cccnc1,CHEMBL366490,1810.0
Fc1cccc2c1CC/C2=C/c1cccnc1,CHEMBL176076,180.0
Clc1cccc2c1CC/C2=C\c1cccnc1,CHEMBL176287,130.0
Clc1cccc2c1CC/C2=C/c1cccnc1,CHEMBL369623,230.0
COc1cccc2c1/C(=C/c1cccnc1)CC2,CHEMBL175791,9740.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,30.0
C(=C1\CCc2ccccc21)\c1ccncc1,CHEMBL175962,6700.0
C(=C1/CCc2ccccc21)\c1ccncc1,CHEMBL179149,12730.0
C(=C1\CCCc2ccccc21)\c1ccncc1,CHEMBL360026,650.0
Fc1ccc2c(c1)CC/C2=C\c1ccncc1,CHEMBL424960,1550.0
Fc1ccc2c(c1)CC/C2=C/c1ccncc1,CHEMBL179144,800.0
Clc1ccc2c(c1)CC/C2=C\c1ccncc1,CHEMBL175554,5430.0
Clc1ccc2c(c1)CC/C2=C/c1ccncc1,CHEMBL175799,1990.0
Brc1ccc2c(c1)CC/C2=C\c1ccncc1,CHEMBL366773,36000.0
Brc1ccc2c(c1)CC/C2=C/c1ccncc1,CHEMBL179222,3400.0
COc1ccc2c(c1)CC/C2=C\c1ccncc1,CHEMBL359942,3960.0
COc1ccc2c(c1)CC/C2=C/c1ccncc1,CHEMBL175609,3720.0
COc1ccc2c(c1)CCC/C2=C\c1ccncc1,CHEMBL175979,800.0
COc1ccc2c(c1)OC(c1ccccc1)CC2n1cncn1,CHEMBL185165,1400.0
COc1ccc2c(c1)OC(c1ccccc1)CC2n1cnnc1,CHEMBL184952,31600.0
Oc1ccc2c(c1)OC(c1ccccc1)CC2n1cncn1,CHEMBL187185,430.0
COc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,CHEMBL95109,90.0
Oc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,CHEMBL95919,40.0
C=CCSc1oc2cc(OCc3ccccc3)ccc2c(=O)c1-c1ccc(OC)cc1,CHEMBL185966,100000.0
COc1ccc(-c2c(SCc3ccccc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,CHEMBL361872,100000.0
C=CCSc1oc2cc(OC)ccc2c(=O)c1-c1ccccc1,CHEMBL264724,100000.0
COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccccc3)oc2c1,CHEMBL189170,100000.0
COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccncc3)oc2c1,CHEMBL185809,1600.0
COc1ccc2c(=O)c(-c3ccccc3)c(SCc3cccnc3)oc2c1,CHEMBL185819,9200.0
COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccccn3)oc2c1,CHEMBL362906,100000.0
COc1ccc2c(=O)c(-c3ccc(C)cc3)c(SCc3ccncc3)oc2c1,CHEMBL184051,3000.0
COc1ccc(-c2c(SCc3ccncc3)oc3cc(OC)ccc3c2=O)cc1,CHEMBL361653,3100.0
O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccccc3)ccc12,CHEMBL188664,210.0
COc1ccc(-c2c(SCc3ccncc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,CHEMBL186079,530.0
O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(O)ccc12,CHEMBL184749,610.0
O=c1c(-c2ccccc2)c(SCc2cccnc2)oc2cc(O)ccc12,CHEMBL364326,3600.0
O=c1c(-c2ccc(O)cc2)c(SCc2ccncc2)oc2cc(O)ccc12,CHEMBL185950,280.0
COc1ccc(-c2c(SCc3ccncc3)oc3cc(O)ccc3c2=O)cc1,CHEMBL187068,220.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,2800.0
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,CHEMBL131921,34000.0
COc1ccc2c(=O)c(-c3ccccc3)c(-n3ccnc3)oc2c1,CHEMBL192306,770.0
COc1ccc2c(=O)c(-c3ccccc3)c(-n3ccnc3)oc2c1,CHEMBL192306,776247116628.69
COc1ccc(-c2c(-n3ccnc3)oc3cc(OC)ccc3c2=O)cc1,CHEMBL189472,2000.0
COc1ccc(-c2c(-n3ccnc3)oc3cc(OC)ccc3c2=O)cc1,CHEMBL189472,1949844599758.04
O=c1c(-c2ccccc2)c(-n2ccnc2)oc2cc(OCc3ccccc3)ccc12,CHEMBL363493,520.0
O=c1c(-c2ccccc2)c(-n2ccnc2)oc2cc(OCc3ccccc3)ccc12,CHEMBL363493,512861383991.37
COc1ccc(-c2c(-n3ccnc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,CHEMBL189274,4700.0
COc1ccc(-c2c(-n3ccnc3)oc3cc(OCc4ccccc4)ccc3c2=O)cc1,CHEMBL189274,4677351412871.98
COc1ccc2c(=O)c(-c3ccccc3)c(-n3cncn3)oc2c1,CHEMBL190099,18000.0
COc1ccc2c(=O)c(-c3ccccc3)c(-n3cncn3)oc2c1,CHEMBL190099,18197008586099.82
COc1ccc2c(=O)c(-c3ccccc3)c(Sc3ncc[nH]3)oc2c1,CHEMBL191488,50000.0
COc1ccc2c(=O)c(-c3ccccc3)c(Sc3nccn3C)oc2c1,CHEMBL190848,50000.0
COc1ccc2c(=O)c(-c3ccccc3)c(Sc3nnc[nH]3)oc2c1,CHEMBL190208,50000.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,2800.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,2818382931264.45
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,CHEMBL131921,34000.0
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,CHEMBL131921,33884415613920.34
C(=C1/CCc2ccccc21)\c1cccnc1,CHEMBL363621,3550.0
C(=C1\CCCc2ccccc21)\c1cccnc1,CHEMBL193606,6580.0
C(=C1/CCCc2ccccc21)\c1cccnc1,CHEMBL365120,3790.0
Fc1ccc2c(c1)CC/C2=C\c1cccnc1,CHEMBL193997,2540.0
Fc1ccc2c(c1)CC/C2=C/c1cccnc1,CHEMBL383806,2490.0
Clc1ccc2c(c1)CC/C2=C\c1cccnc1,CHEMBL383807,4260.0
Clc1ccc2c(c1)CC/C2=C/c1cccnc1,CHEMBL193652,4050.0
Brc1ccc2c(c1)CC/C2=C\c1cccnc1,CHEMBL194440,7830.0
COc1ccc2c(c1)CCC/C2=C/c1ccncc1,CHEMBL193496,1010.0
COc1ccc2c(c1)/C(=C/c1ccncc1)CC2,CHEMBL365314,280.0
COc1ccc2c(c1)/C(=C\c1ccncc1)CC2,CHEMBL370281,770.0
COc1cc2c(cc1OC)/C(=C/c1ccncc1)CCC2,CHEMBL193858,90.0
Cc1ccc2c(c1)/C(=C/c1ccncc1)CC2,CHEMBL371742,1280.0
Cc1ccc2c(c1)/C(=C\c1ccncc1)CC2,CHEMBL192077,1710.0
COc1ccc2c(c1)CC/C2=C\c1cncs1,CHEMBL192155,4330.0
COc1ccc2c(c1)CC/C2=C/c1cncs1,CHEMBL195354,4830.0
Fc1ccc2c(c1)CC/C2=C\c1cncnc1,CHEMBL195248,7450.0
Fc1ccc2c(c1)CC/C2=C/c1cncnc1,CHEMBL364956,790.0
Fc1ccc2c(c1)CC/C2=C\c1cccc2ncccc12,CHEMBL195580,36000.0
Fc1ccc2c(c1)CC/C2=C/c1cccc2ncccc12,CHEMBL195653,36000.0
Fc1ccc2c(c1)CC/C2=C\c1cccc2cnccc12,CHEMBL370530,720.0
Fc1ccc2c(c1)CC/C2=C/c1cccc2cnccc12,CHEMBL363849,1940.0
Fc1ccc2c(c1)CC/C2=C\c1ccnc2ccccc12,CHEMBL371509,36000.0
Fc1ccc2c(c1)CC/C2=C/c1ccnc2ccccc12,CHEMBL371275,36000.0
C(=C1c2ccccc2-c2ccccc21)c1cccnc1,CHEMBL194928,4810.0
C(=C(c1ccccc1)c1ccccc1)c1cccnc1,CHEMBL370317,3630.0
C(=C1c2ccccc2-c2ccccc21)c1ccncc1,CHEMBL383145,2740.0
C(=C(c1ccccc1)c1ccccc1)c1ccncc1,CHEMBL381194,100.0
CC1C/C(=C\c2cccnc2)c2ccccc21,CHEMBL195688,3680.0
CC1C/C(=C/c2cccnc2)c2ccccc21,CHEMBL373074,2800.0
C(=C1\CC(c2ccccc2)c2ccccc21)\c1cccnc1,CHEMBL193555,4060.0
C(=C1\CCc2ccccc21)\c1cccnc1,CHEMBL364080,2040.0
c1cncc(-c2ccc3ccccc3c2)c1,CHEMBL365735,5727.0
COc1ccc2cc(-c3cccnc3)ccc2c1,CHEMBL362968,586.0
Oc1ccc2cc(-c3cccnc3)ccc2c1,CHEMBL195571,36000.0
Brc1ccc2cc(-c3cccnc3)ccc2c1,CHEMBL193534,36000.0
CCOc1ccc2cc(-c3cccnc3)ccc2c1,CHEMBL193343,6638.0
N#Cc1ccc2cc(-c3cccnc3)ccc2c1,CHEMBL196796,36000.0
COc1ccc2cc(-c3cccnc3)ccc2c1Cl,CHEMBL197576,1805.0
COc1ccc2cc(-c3cccnc3)ccc2c1Br,CHEMBL196328,9107.0
COc1ccc2c(Cl)c(-c3cccnc3)ccc2c1Cl,CHEMBL381014,970.0
COc1ccc2ccc(-c3cccnc3)c(Cl)c2c1,CHEMBL371430,36000.0
COC(=O)c1ccc2cc(-c3cccnc3)ccc2c1,CHEMBL438802,1252.0
c1ccc2cc(-n3ccnc3)ccc2c1,CHEMBL195996,2821.0
COc1cc2ccccc2cc1-n1ccnc1,CHEMBL194472,129.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,30.0
C[C@]12CCC3C(CC[C@H]4C=CCC[C@]34C)C1CCC2=O,CHEMBL194641,225.0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5O[C@@H]5CC[C@]34C)[C@@H]1CCC2=O,CHEMBL1629802,145.0
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,CHEMBL1630280,670.0
C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL132530,42.0
C[C@]12CCC3C(CCC4=C(O)C(=O)CC[C@@]43C)C1CCC(=O)O2,CHEMBL197451,1850.0
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,CHEMBL1399,600.0
O=[N+]([O-])c1ccc(C(c2cc3ccc(O)cc3o2)n2cncn2)cc1,CHEMBL202231,60.0
N#Cc1ccc(C(c2cc3ccc(O)cc3o2)n2cncn2)cc1,CHEMBL202226,20.0
Oc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,CHEMBL446706,1460.0
CCc1ccc(C(c2cc3ccc(OC)cc3o2)n2cncn2)cc1,CHEMBL371663,1230.0
COc1ccc2cc(C(c3ccc(C(F)(F)F)cc3)n3cncn3)oc2c1,CHEMBL202065,130.0
COc1ccc2cc(C(c3ccc(C)cc3)n3cncn3)oc2c1,CHEMBL201831,100.0
COc1ccc2cc(C(c3ccc([N+](=O)[O-])cc3)n3cncn3)oc2c1,CHEMBL199334,600.0
COc1ccc2cc(C(c3ccc(C#N)cc3)n3cncn3)oc2c1,CHEMBL197650,10.0
COc1ccc(C(c2cc3ccc(OC)cc3o2)n2cncn2)cc1,CHEMBL379019,130.0
COc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,CHEMBL382902,44.0
COc1ccc2cc(C(c3ccc(F)cc3)n3cncn3)oc2c1,CHEMBL198291,49.0
COc1ccc(C(c2cc3ccc(OC)cc3o2)n2ccnc2)cc1,CHEMBL382500,130.0
COc1ccc(C(O)(c2cccnc2)c2cc3ccc(OC)cc3o2)cc1,CHEMBL202020,160.0
COc1ccc2cc(C(O)(c3ccc(Cl)cc3)c3cccnc3)oc2c1,CHEMBL202612,49.0
COc1ccc2cc(C(O)(c3ccc(F)cc3)c3cccnc3)oc2c1,CHEMBL372999,44.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,CHEMBL7162,680.0
COc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL372835,25000.0
COc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL381883,25000.0
CCCCCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL202452,4490.0
CCCCCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL202471,2670.0
CCCCCCCCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL202470,3960.0
CCCCCCCCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL202469,910.0
CCC(CC)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL202030,230.0
CCC(CC)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL202474,300.0
CN(c1ccc([N+](=O)[O-])cc1OC1CCCC1)S(C)(=O)=O,CHEMBL202473,440.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCC1,CHEMBL437497,870.0
CN(c1ccc([N+](=O)[O-])cc1OCC1CCCCC1)S(C)(=O)=O,CHEMBL204502,960.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OCC1CCCCC1,CHEMBL204501,1210.0
CC(C)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL203869,2810.0
CC(C)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL274387,5870.0
CCCOc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,CHEMBL382482,760.0
CCCOc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,CHEMBL204184,2510.0
CN(c1ccc([N+](=O)[O-])cc1OC1CCCCC1)S(C)(=O)=O,CHEMBL204183,470.0
Clc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,CHEMBL204039,9.0
Cn1ccc2cc(C(c3ccc(Cl)cc3)n3ccnc3)ccc21,CHEMBL382679,23.7
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,29750.0
Clc1cccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)c1,CHEMBL204483,29.7
N#Cc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,CHEMBL205177,19.3
CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21,CHEMBL41761,40.0
Fc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,CHEMBL203981,26.3
Clc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,CHEMBL204039,15.3
Clc1ccc(C(c2ccc3[nH]ccc3c2)n2ccnc2)cc1,CHEMBL204039,45.0
C1=C(c2cccnc2)Cc2ccccc21,CHEMBL205782,36000.0
CC1CC(c2cccnc2)=Cc2ccccc21,CHEMBL206070,3551.0
CC1Cc2ccccc2C=C1c1cccnc1,CHEMBL206550,1787.0
CCC1=C(c2cccnc2)CCc2ccccc21,CHEMBL205503,1507.0
CC1=C(c2cccnc2)CCc2ccccc21,CHEMBL206283,6045.0
COc1ccc2c(c1)CCC(c1cccnc1)=C2,CHEMBL206351,814.0
COc1ccc2c(c1)C=C(c1cccnc1)C2,CHEMBL206300,36000.0
C1=C(c2cccnc2)CCc2ccccc21,CHEMBL205881,4073.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,30.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,40.0
COc1ccc(-c2oc3ccccc3c(=O)c2Cn2ccnc2)cc1,CHEMBL212473,79.43
COc1ccc(-c2oc3ccccc3c(=O)c2Cn2ccnc2)cc1,CHEMBL212473,80.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,52.0
N#Cc1ccc(-c2oc3ccccc3c(=O)c2Cn2ccnc2)cc1,CHEMBL209731,69.0
O=c1c(Cn2ccnc2)c(-c2ccc(Br)cc2)oc2ccccc12,CHEMBL377766,440.0
O=c1c(Cn2ccnc2)c(-c2ccc([N+](=O)[O-])cc2)oc2ccccc12,CHEMBL213588,44.67
O=c1c(Cn2ccnc2)c(-c2ccc([N+](=O)[O-])cc2)oc2ccccc12,CHEMBL213588,45.0
O=c1c(Cn2ccnc2)c(-c2ccccc2)oc2ccccc12,CHEMBL213587,71.0
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(C#N)cc3)oc2c1,CHEMBL377626,1819.7
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(C#N)cc3)oc2c1,CHEMBL377626,1800.0
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(Br)cc3)oc2c1,CHEMBL209047,4073.8
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc(Br)cc3)oc2c1,CHEMBL209047,4100.0
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc([N+](=O)[O-])cc3)oc2c1,CHEMBL212168,467.74
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccc([N+](=O)[O-])cc3)oc2c1,CHEMBL212168,470.0
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,CHEMBL158635,550.0
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,CHEMBL158635,549.54
O=c1c(Cn2ccnc2)c(-c2ccccc2)oc2ccccc12,CHEMBL213587,70.79
O=c1c(Cn2ccnc2)c(-c2ccc(Br)cc2)oc2ccccc12,CHEMBL377766,436.52
N#Cc1ccc(-c2oc3ccccc3c(=O)c2Cn2ccnc2)cc1,CHEMBL209731,69.18
COc1cc(O)c2c(c1)O[C@]1(C)[C@@H](O)[C@@H](C)C[C@H](O)[C@@H]1C2=O,CHEMBL376473,28300.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1)S(C)(=O)=O,CHEMBL222250,810.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc(F)cc1)S(C)(=O)=O,CHEMBL376649,1780.0
Cc1ccc(COc2cc([N+](=O)[O-])ccc2N(C)S(C)(=O)=O)cc1,CHEMBL222260,2330.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccccc1-c1ccccc1)S(C)(=O)=O,CHEMBL223368,330.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc2ccccc2c1)S(C)(=O)=O,CHEMBL374535,2680.0
CN(c1ccc([N+](=O)[O-])cc1OCc1ccc([N+](=O)[O-])cc1)S(C)(=O)=O,CHEMBL376303,490.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,CHEMBL56367,27000.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,900.0
Cc1ncc2c(n1)-c1ccccc1C2n1ccnc1,CHEMBL375292,2850.0
O=C1c2ccccc2-c2nnc(Cn3ccnc3)cc21,CHEMBL387518,26630.0
c1ccc2c(c1)-c1ccccc1C2n1ccnc1,CHEMBL225447,2850.0
c1ccc(C2(n3ccnc3)c3ccccc3-c3ccccc32)cc1,CHEMBL223874,74.0
COc1ccc2cc(Cn3ccnc3)c(=O)oc2c1,CHEMBL387892,2820.0
O=c1cc(Cn2ccnc2)c2ccccc2o1,CHEMBL427247,2100.0
COc1ccc2c(Cn3ccnc3)cc(=O)oc2c1,CHEMBL225472,280.0
COc1ccc2c(Cn3cncn3)cc(=O)oc2c1,CHEMBL388604,3600.0
O=c1cc(OCCn2ccnc2)c2ccccc2o1,CHEMBL225178,760.0
O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1,CHEMBL437731,51.0
COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,CHEMBL375046,168.0
O=c1ccc2cc(Cn3ccnc3)ccc2o1,CHEMBL224228,144.0
O=c1ccc2ccc(Cn3ccnc3)cc2o1,CHEMBL224649,680.0
O=c1oc2ccccc2c(Cn2ccnc2)c1-c1ccccc1,CHEMBL224786,5130.0
COc1ccc2c(-c3ccccc3)c(Cn3ccnc3)c(=O)oc2c1,CHEMBL224787,106.0
O=c1cc(Cn2ccnc2)c2ccc(OCc3ccccc3)cc2o1,CHEMBL225499,150.0
S=c1ccc2cc(Cn3ccnc3)ccc2o1,CHEMBL224600,1130.0
Cc1ncc2c(n1)-c1ccccc1C2n1ccnc1,CHEMBL375292,2818.38
O=C1c2ccccc2-c2nnc(Cn3ccnc3)cc21,CHEMBL387518,26915.35
c1ccc2c(c1)-c1ccccc1C2n1ccnc1,CHEMBL225447,2818.38
c1ccc(C2(n3ccnc3)c3ccccc3-c3ccccc32)cc1,CHEMBL223874,74.13
c1ccc(C2(n3cncn3)c3ccccc3-c3ccccc32)cc1,CHEMBL376371,3981.07
COc1ccc2cc(Cn3ccnc3)c(=O)oc2c1,CHEMBL387892,2818.38
O=c1cc(Cn2ccnc2)c2ccccc2o1,CHEMBL427247,2089.3
COc1ccc2c(Cn3ccnc3)cc(=O)oc2c1,CHEMBL225472,281.84
COc1ccc2c(Cn3cncn3)cc(=O)oc2c1,CHEMBL388604,3630.78
O=c1cc(OCCn2ccnc2)c2ccccc2o1,CHEMBL225178,758.58
COc1ccc2c(OCCn3ccnc3)cc(=O)oc2c1,CHEMBL375497,100000.0
O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1,CHEMBL437731,51.29
COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,CHEMBL375046,169.82
O=c1ccc2cc(Cn3ccnc3)ccc2o1,CHEMBL224228,144.54
