canonical_smiles,molecule_chembl_id,standard_value
Oc1cccc2c1CCC1C(c3ccncc3)C21,CHEMBL65590,5000.0
Oc1ccc2c(c1)C1C(CC2)C1c1ccncc1,CHEMBL304583,66.0
COc1ccc2c(c1)C1C(CC2)C1c1ccncc1,CHEMBL294361,61.0
COc1ccc2c(c1)C1C(CC2)C1(C)c1ccncc1,CHEMBL66867,370.0
CCn1ccc2cccc(C(c3ccc(Cl)cc3)n3ccnc3)c21,CHEMBL289945,55.0
CCN1CCc2cc(Cl)cc(C(c3ccc(F)cc3)n3ccnc3)c21,CHEMBL288804,63.0
COc1cc2c(cc1Br)CCC1C(c3ccncc3)C21,CHEMBL419619,920.0
Clc1ccc(C(C2Cc3ccccc3O2)n2cnnn2)c(Cl)c1,CHEMBL65549,52020.0
Clc1ccc(C(C2Cc3ccccc3O2)n2cnnn2)cc1,CHEMBL294357,3000.0
COc1cc2c(cc1Br)CCC1C(c3ccncc3)C21,CHEMBL419619,2800.0
c1ccc2c(c1)CCC1C(c3ccncc3)C21,CHEMBL304903,185.0
CC12CCC3C(Cc4c5c(nn4C/C=C/c4ccccc4)C(=O)CCC53C)C1CCC2=O,CHEMBL422610,950.0
CC12CCC3C(Cc4nn(C/C=C/c5ccccc5)c5c4C3(C)CCC5=O)C1CCC2=O,CHEMBL131414,800.0
CC12CCC3C(Cc4c5c(nn4Cc4ccc([N+](=O)[O-])cc4)C(=O)CCC53C)C1CCC2=O,CHEMBL129883,490.0
C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL132530,370.0
CC12CCC3C(Cc4nn(Cc5ccc([N+](=O)[O-])cc5)c5c4C3(C)CCC5=O)C1CCC2=O,CHEMBL336383,658.0
CC12CCC3C(Cc4nn(Cc5ccccc5)c5c4C3(C)CCC5=O)C1CCC2=O,CHEMBL133240,342.0
CC12CCC3C(Cc4n[nH]c5c4C3(C)CCC5=O)C1CCC2=O,CHEMBL132563,236.0
CC12CCC3C(Cc4c5c(nn4Cc4ccccc4)C(=O)CCC53C)C1CCC2=O,CHEMBL130546,245.0
C=CCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL176452,1000.0
C=CCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL176452,700.0
CC(C)N1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL172263,2000.0
CC(C)N1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL172263,4000.0
CC(C)CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL174308,200.0
CCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL174407,200.0
CCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL174407,600.0
CC(C)(C)CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL368631,440.0
CC(C)(C)CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL368631,200.0
CCCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL26651,140.0
CCCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL26651,85.0
Nc1ccc(C23CC2C(=O)NC3=O)cc1,CHEMBL287574,7000.0
Nc1ccc(C23CC2C(=O)NC3=O)cc1,CHEMBL287574,11000.0
Nc1ccc(C23CC2C(=O)N(Cc2ccccc2)C3=O)cc1,CHEMBL369603,2000.0
Nc1ccc(C23CC2C(=O)N(Cc2ccccc2)C3=O)cc1,CHEMBL369603,7000.0
CCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL174909,150.0
CCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL174909,40.0
CCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL354401,2500.0
CCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL354401,7000.0
C#CCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL176539,2000.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,8000.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,14000.0
CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL368732,2500.0
CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,CHEMBL368732,14000.0
CCCCCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL268918,60.0
CCCCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL268209,250.0
CCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL8333,270.0
CCCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL266532,280.0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL1078534,300.0
CCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL267668,140.0
CCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL8254,60.0
CCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL8417,180.0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CHEMBL1078534,530.0
C[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL8315,520.0
C[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL274878,620.0
CCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL8646,200.0
CC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL8498,250.0
CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL8313,54.0
CCCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL440832,54.0
CCCCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CHEMBL266350,76.0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1ccccn1,CHEMBL2112301,20000.0
COc1cccc2c1C/C(=C/c1ccncc1)C2=O,CHEMBL23334,3700.0
Oc1ccc2c(c1)CC(Cc1ccncc1)CC2,CHEMBL23394,1300.0
COc1cccc2c1CC(Cc1ccncc1)C2=O,CHEMBL283782,14000.0
COc1ccc2c(c1)CC(Cc1ccncc1)C2=O,CHEMBL26279,3400.0
c1ccc2c(c1)CCC(Cc1ccncc1)C2,CHEMBL24233,1200.0
COc1ccc2c(c1)C/C(=C\c1ccncc1)C2=O,CHEMBL442262,4800.0
COc1cccc2c1C/C(=C\c1ccncc1)C2=O,CHEMBL288093,23000.0
Oc1cccc2c1CC(Cc1ccncc1)C2,CHEMBL23485,1000.0
COc1cccc2c1CC(Cc1ccncc1)C2,CHEMBL24115,6400.0
C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C)C1CC=C2c1cccnc1,CHEMBL432751,1800.0
COc1ccc2c(c1)CC(Cc1ccncc1)C2,CHEMBL23646,240.0
Oc1ccc2c(c1)CCC(Cc1ccncc1)C2,CHEMBL279940,750.0
COc1ccc2c(c1)C/C(=C/c1ccncc1)C2=O,CHEMBL285155,6300.0
O=C1c2ccccc2CC1Cc1ccncc1,CHEMBL23484,17000.0
O=C1/C(=C\c2ccncc2)Cc2ccccc21,CHEMBL285973,5500.0
Oc1cccc2c1CCC(Cc1ccncc1)C2,CHEMBL23364,530.0
C[C@]12CCC3C(CC[C@H]4CC(=O)CC[C@]34C)C1CC=C2c1cccnc1,CHEMBL84230,50000.0
Oc1ccc2c(c1)CC(Cc1ccncc1)C2,CHEMBL24014,1900.0
COc1cccc2c1CCC(Cc1ccncc1)C2,CHEMBL23148,590.0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1ccncc1,CHEMBL2112299,20000.0
O=C1c2cccc(O)c2CC1Cc1ccncc1,CHEMBL22485,4200.0
COc1ccc2c(c1)CC(Cc1ccncc1)CC2,CHEMBL23365,4300.0
c1ccc2c(c1)CC(Cc1ccncc1)C2,CHEMBL24593,2400.0
O=C1/C(=C/c2ccncc2)Cc2c(O)cccc21,CHEMBL284934,22000.0
O=C1/C(=C/c2ccncc2)Cc2cc(O)ccc21,CHEMBL26065,19000.0
COc1ccc2c(c1)CCC(Cc1ccncc1)C2,CHEMBL23097,230.0
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,CHEMBL254328,20000.0
O=C1/C(=C/c2ccncc2)Cc2ccccc21,CHEMBL23150,25000.0
O=C1c2ccc(O)cc2CC1Cc1ccncc1,CHEMBL24279,9300.0
c1cnc2c(c1)C(CCCn1ccnc1)CCC2,CHEMBL301106,350.0
O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,CHEMBL159073,40.0
O=c1ccoc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,CHEMBL351167,1100.0
C[C@]12CCC3C(CCC4=C(S)C(=O)CC[C@@]43C)C1CCC2=O,CHEMBL288242,3500.0
N#CCCCC1CCCc2cncn21,CHEMBL163420,92.9
c1cc(CCn2ccnc2)c2ccsc2c1,CHEMBL460382,3560.0
C[C@]12CC[C@H]3[C@@H](CCC4=C(SCC#N)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL2113619,3700.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,39.0
N#Cc1ccc(Cn2ccnc2)c2c(=O)c3ccccc3oc12,CHEMBL442373,2300.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,18500.0
c1cn(CCC2CCCc3occc32)cn1,CHEMBL55144,920.0
c1cn(CCC2CCCc3sccc32)cn1,CHEMBL291700,440.0
N#Cc1ccc(Cn2ccnc2)cc1,CHEMBL349822,15.0
N#Cc1ccc(Cn2ccnc2)c2oc3ccccc3c(=O)c12,CHEMBL421149,43.0
C1=C(CCn2ccnc2)c2cccnc2CC1,CHEMBL293122,500.0
c1cc2cc(-n3ccnc3)ccc2cn1,CHEMBL299066,3060.0
C[C@]12CCC3C(CCC4=C(SCF)C(=O)CC[C@@]43C)C1CCC2=O,CHEMBL41517,800.0
C[C@]12CC=C3C(CCC4=C(S)C(=O)CC[C@]34C)C1CCC2=O,CHEMBL41033,3800.0
C(\Cn1ccnc1)=C1\CCCc2sccc21,CHEMBL57513,680.0
c1cnc2c(c1)CCCC2n1ccnc1,CHEMBL301608,111000.0
O=c1c2ccccc2oc2cc(Cn3ccnc3)ccc12,CHEMBL350922,390.0
Brc1ccc(C2CCCc3cncn32)cc1.Cl,CHEMBL1203766,7.6
c1cc(CCn2ccnc2)c2cccnc2c1,CHEMBL54803,350.0
O=c1c2ccccc2oc2c([N+](=O)[O-])ccc(Cn3ccnc3)c12,CHEMBL307160,970.0
c1ccc2c(c1)CCCC2CCn1ccnc1,CHEMBL53644,700.0
O=C(O)c1ccc(C2CCCc3cncn32)cc1,CHEMBL163413,1000.0
CCOC(=O)c1ccc(C2CCCc3cncn32)cc1.Cl,CHEMBL1203760,21.0
C[C@]12CC=C3C(CCC4=C(SCCl)C(=O)CC[C@]34C)C1CCC2=O,CHEMBL442542,860.0
COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,CHEMBL158635,550.0
Cc1cncn1Cc1ccc(C#N)cc1,CHEMBL162496,15.0
O=c1ccoc2c(Cn3ccnc3)ccc(Br)c12,CHEMBL161530,2100.0
COCOC1=C2CCC3C4CCC(=O)[C@@]4(C)CCC3[C@@]2(C)CCC1=O,CHEMBL290309,4400.0
c1cnc2c(c1)C(CCn1ccnc1)CCC2,CHEMBL292899,380.0
c1cc2ccc(Cn3ccnc3)cc2cn1,CHEMBL298720,1380.0
CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,CHEMBL355905,860.0
Cc1ccc(C2CCCc3cncn32)cc1.Cl,CHEMBL1203757,17.6
Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL468419,6.4
Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL468419,0.03
C1=C(CCCn2ccnc2)c2cccnc2CC1,CHEMBL53290,220.0
C[C@]12CCC3C(CCC4=C(SCCl)C(=O)CC[C@@]43C)C1CCC2=O,CHEMBL40432,940.0
O=c1c2ccccc2oc2c(Br)ccc(Cn3ccnc3)c12,CHEMBL78322,940.0
C(\Cn1ccnc1)=C1/CCCc2occc21,CHEMBL56059,6000.0
C[C@]12CC[C@H]3[C@@H](CCC4=C(SC(F)F)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL2113524,2700.0
COCSC1=C2CCC3C4CCC(=O)[C@@]4(C)CCC3[C@@]2(C)CCC1=O,CHEMBL291279,10000.0
C(\Cn1ccnc1)=C1\CCCc2occc21,CHEMBL55083,2400.0
N#Cc1ccc(Cn2ccnc2)c2occc(=O)c12,CHEMBL161230,240.0
c1cnc2c(c1)C(n1ccnc1)CCC2,CHEMBL52509,6400.0
C(\Cn1ccnc1)=C1/CCCc2sccc21,CHEMBL55558,3900.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,52.0
Cl.N#Cc1ccc(C2CCc3cncn32)cc1,CHEMBL1203762,2.0
CSC1=C2CCC3C4CCC(=O)[C@@]4(C)CCC3[C@@]2(C)CCC1=O,CHEMBL39248,4400.0
C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL132530,370.0
O=c1c2ccccc2oc2c(Cn3ccnc3)ccc(Br)c12,CHEMBL421829,89.0
c1cnc2c(c1)C(Cn1ccnc1)CCC2,CHEMBL300109,160.0
N#Cc1ccc(C2CCCCc3cncn32)cc1,CHEMBL162834,14.1
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,1700.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,30000.0
C[C@]12CC=C3C(CCC4=C(O)C(=O)CC[C@]34C)C1CCC2=O,CHEMBL288190,350.0
CSCSC1=C2CCC3C4CCC(=O)[C@@]4(C)CCC3[C@@]2(C)CCC1=O,CHEMBL39434,1200.0
C1=C(Cn2ccnc2)c2cccnc2CC1,CHEMBL53068,170.0
O=c1ccoc2cc(Cn3ccnc3)ccc12,CHEMBL158984,100.0
O=c1ccoc2cc(Cn3cnnc3)ccc12,CHEMBL157925,3700.0
OCc1ccc(C2CCCc3cncn32)cc1,CHEMBL348913,14.3
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,4.6
CCCCCCCCC[C@H]1C[C@](CC)(c2ccncc2)C(=O)NC1=O,CHEMBL123494,4100.0
Nc1ccc(C2(C3CCCCC3)CCC(=O)NC2=O)cc1,CHEMBL70901,4600.0
CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL2051951,19000.0
CC[C@]1(c2ccncc2)C[C@H](C)C(=O)NC1=O,CHEMBL124230,23000.0
COc1ccc2c(c1)OC(c1ccccc1)CC2=O,CHEMBL9687,8000.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,6130.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,8300.0
N#Cc1ccc(C2CCCc3cncn32)cc1,CHEMBL9298,200.0
CN1C(=O)CC(c2ccc(N)cc2)C1=O,CHEMBL357775,16600.0
CN1C(=O)CC(c2ccc(N)cc2)C1=O,CHEMBL357775,10040.0
CCCCCCCC[C@H]1C[C@](CCCCCCCC)(c2ccncc2)C(=O)NC1=O,CHEMBL338746,26000.0
CCCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL88412,1600.0
CCCC[C@H]1C[C@](CC)(c2ccncc2)C(=O)NC1=O,CHEMBL333185,8700.0
O=C1/C(=C\c2ccncc2)C(c2ccc(Cl)cc2)Cn2cccc21,CHEMBL9165,200.0
Nc1ccc(C2(C3CCCC3)CCC(=O)NC2=O)cc1,CHEMBL305483,1200.0
O=C1/C(=C\c2ccncc2)C(c2ccccc2)c2ccccc21,CHEMBL9179,800.0
COc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,CHEMBL95109,91.0
CC[C@]1(c2ccncc2)C[C@@H](C)C(=O)NC1=O,CHEMBL124118,93000.0
CC[C@]1(c2ccncc2)CC(C)(C)C(=O)NC1=O,CHEMBL269761,200000.0
CCCCCCCC[C@H]1C[C@](CC)(c2ccncc2)C(=O)NC1=O,CHEMBL331522,2400.0
CC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL330452,63000.0
CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL1394757,370000.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,5200.0
CCC1(c2ccc(N)cc2)CC(=O)NC1=O,CHEMBL151212,13500.0
CCC1(c2ccc(N)cc2)CC(=O)NC1=O,CHEMBL151212,8400.0
COc1ccc2c(c1)C(N)=C(CC1=CCNC=C1)C2=O,CHEMBL1096024,3500.0
CCCCCCCC[C@H]1C[C@](CC)(c2ccncc2)C(=O)NC1=O,CHEMBL331522,2800.0
O=C1CC(c2ccccc2)Oc2cc(O)ccc21,CHEMBL97542,3800.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,37000.0
CN1C(=O)CC(C)(c2ccc(N)cc2)C1=O,CHEMBL151691,15660.0
CN1C(=O)CC(C)(c2ccc(N)cc2)C1=O,CHEMBL151691,10040.0
CCCCCCCC[C@H]1C[C@@](CC)(c2ccncc2)C(=O)NC1=O,CHEMBL2111801,3000.0
Nc1ccc(C2(C3CCCCC3)CCC(=O)NC2=O)cc1,CHEMBL70901,300.0
Nc1ccc(C2(C3CCCCC3)CCC(=O)NC2=O)cc1,CHEMBL70901,150.0
CC1(c2ccc(N)cc2)CC(=O)NC1=O,CHEMBL149238,12500.0
CC1(c2ccc(N)cc2)CC(=O)NC1=O,CHEMBL149238,10040.0
Nc1ccc(C2CC(=O)NC2=O)cc1,CHEMBL148903,20000.0
Nc1ccc(C2CC(=O)NC2=O)cc1,CHEMBL148903,10200.0
Oc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,CHEMBL95919,41.0
O=C(OCc1cccnc1)C12CC3CC(CC(C3)C1)C2,CHEMBL113647,8000.0
C[C@H](OC(=O)C12CC3CC(CC(C3)C1)C2)c1ccncc1,CHEMBL110524,5600.0
CC(C)(OC(=O)C12CC3CC(CC(C3)C1)C2)c1ccncc1,CHEMBL112908,20000.0
C[C@@H](OC(=O)C12CC3CC(CC(C3)C1)C2)c1ccncc1,CHEMBL112292,16000.0
C[C@H](OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL112509,4600.0
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,16000.0
C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,CHEMBL317935,13000.0
O=C(NCc1ccncc1)C12CC3CC(CC(C3)C1)C2,CHEMBL114447,1500.0
O=C(OCc1ccncc1)C12CC3CC(CC(C3)C1)C2,CHEMBL113242,580.0
C[C@@H](OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL325461,36000.0
O=C(NCc1cccnc1)C12CC3CC(CC(C3)C1)C2,CHEMBL109347,3200.0
CC(C)(OC(=O)C12CC3CC(CC(C3)C1)C2)c1cccnc1,CHEMBL431843,51000.0
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O,CHEMBL309113,1200.0
O=C(Cc1ccncc1)Oc1ccccc1,CHEMBL323546,13900.0
CC(C(=O)OC1CCCCC1)c1ccncc1,CHEMBL102981,2100.0
CCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL441404,3600.0
C[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL89046,245000.0
CCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL313485,3200.0
C#C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL25700,1900.0
CC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL24021,260.0
CC1CCC(C(C)C)C(OC(=O)Cc2ccncc2)C1,CHEMBL105298,240.0
CC12CCC3C(C[C@@H](Cc4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,CHEMBL24897,4000.0
C=C[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL24410,320.0
CC1CCC(OC(=O)Cc2ccncc2)CC1,CHEMBL321729,2000.0
CC(C)CC(C)OC(=O)Cc1ccncc1,CHEMBL104126,9700.0
CCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL314351,31000.0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL274826,300.0
C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C)[C@@H]1CCC2=O,CHEMBL1629804,110.0
O=C(Cc1ccncc1)OC12CC3CC(CC(C3)C1)C2,CHEMBL104047,89.0
CCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL312960,21000.0
CC12CCC3C(C(=O)C=C4CCCCC43CO)C1CCC2=O,CHEMBL302741,56000.0
CC1(OC(=O)Cc2ccncc2)CCCCC1,CHEMBL105044,3200.0
CC1(C)C2CCC1(C)C(OC(=O)Cc1ccncc1)C2,CHEMBL102536,97.0
CC12CCC3C(CCC4=C(Oc5ccccc5)C(=O)CCC43C)C1CCC2=O,CHEMBL334391,530.0
C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43C)[C@@H]1CCC2=O,CHEMBL2311169,660.0
CC12CCC=CC1=CCC1C2CCC2(C)C1CC[C@@H]2O,CHEMBL71117,18000.0
CC12CCC3C(CC=C4CCCCC43CO)C1CCC2O,CHEMBL308829,62000.0
CC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL330452,10000.0
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,CHEMBL488,30000.0
CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,CHEMBL39661,800.0
CCCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL24946,790.0
CC1CCC(OC(=O)Cc2ccncc2)CC1,CHEMBL321729,150.0
CC1CCC(C(C)C)C(OC(=O)Cc2ccncc2)C1,CHEMBL105298,310.0
CC[C@]1(c2ccncc2)CCC(=O)N(C)C1=O,CHEMBL314991,30000.0
CC1CCC(OC(=O)Cc2ccncc2)C1,CHEMBL104566,2000.0
CCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL89102,2500.0
CC12CCCCC1=CC(=O)C1C2CCC2(C)C(O)CCC12,CHEMBL302249,42000.0
CC12CCC3C(CC=C4CCCCC43C=O)C1CCC2=O,CHEMBL71736,9000.0
CCC[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL25695,390.0
CC12CCC3C(CCC4=C(Sc5ccccc5)C(=O)CCC43C)C1CCC2=O,CHEMBL336387,190.0
CC(C)(C)C1CCC(OC(=O)Cc2ccncc2)CC1,CHEMBL102884,310.0
CCCCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL91363,2400.0
CC12CCC3C(CC=C4C=CCCC43C)C1CCC2=O,CHEMBL71152,340.0
CC(C)(C(=O)OC1CCCCC1)c1ccncc1,CHEMBL103685,13000.0
CC12CCC3C4CCC=CC4=CC(=O)C3C1CCC2=O,CHEMBL71612,33000.0
O=C(Cc1ccncc1)OC1CCCCC1,CHEMBL102409,300.0
CC12CCC3C(C(=O)C=C4C=CCCC43C)C1CCC2=O,CHEMBL262723,1800.0
CC12CCC3C(C(=O)C=C4C=CCCC43CO)C1CCC2=O,CHEMBL302530,60000.0
CC12CCC3C(C[C@@H](c4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,CHEMBL281871,1700.0
CCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL314125,1500.0
O=C(Cc1ccncc1)OC1=CC2CCC1C2,CHEMBL103040,870.0
CCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL282673,240.0
CCCC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL24037,510.0
C[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL25588,350.0
CC12CCC3C(CC=C4CCCCC43C)C1C[C@@H](Br)C2=O,CHEMBL71363,55000.0
CCCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL88412,330.0
CCC1(c2ccncc2)CCC(=O)NC1=O,CHEMBL289116,5000.0
CC12CCC3C(C[C@H](c4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,CHEMBL24580,1100.0
CCCCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL88421,3000.0
CC12CCC3C(C(=O)C=C4CCCCC43C=O)C1CCC2=O,CHEMBL71169,60000.0
CC12CCC=CC1=CC(=O)C1C2CCC2(C)C1CC[C@@H]2O,CHEMBL311400,42000.0
CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL25059,140.0
CCC1CCC(OC(=O)Cc2ccncc2)CC1,CHEMBL101743,120.0
CCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,CHEMBL88842,4000.0
CC1C(OC(=O)Cc2ccncc2)CC2CC1C2(C)C,CHEMBL319026,96.0
CC(C)[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL24387,1100.0
CC1C(OC(=O)Cc2ccncc2)CC2CC1C2(C)C,CHEMBL319026,120.0
CC12CCC3C(C(=O)C=C4CCCCC43CO)C1CCC2O,CHEMBL421491,140000.0
CC12CCC3C4CCCCC4=CC(=O)C3C1CCC2=O,CHEMBL71082,28000.0
CC(C)CCOC(=O)Cc1ccncc1,CHEMBL323585,11800.0
CCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL316262,6600.0
CCCCCCCCCCN1C(=O)CC[C@](CC)(c2ccncc2)C1=O,CHEMBL90856,10000.0
CC1(C)C2CCC1(C)C(OC(=O)Cc1ccncc1)C2,CHEMBL102536,290.0
CC12CCCCC1=CCC1C2CCC2(C)C(O)CCC12,CHEMBL68674,30000.0
CC12CCC3C(C1CCC2=O)[C@H](Sc1ccccc1)CC1=C(Oc2ccccc2)C(=O)CCC13C,CHEMBL335408,1650.0
CC(C)[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,CHEMBL25473,1400.0
C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43CO)[C@@H]1CCC2=O,CHEMBL1630911,6900.0
